variance,mean,max,total,spread,jain,gini,ede,maxmin,feasible,objective,method,runtime_s,routing_calls,evaluated,opt_gap,ede_gap,kind,seed
494.64,28.6,63.0,143.0,63.0,0.6231601401797958,0.4363636363636365,31.342119722299145,inf,True,494.64,geometric_median,0.0005086000001028879,5,,3.0865829477858555,0.21291437238576139,river,1
143.84,24.6,46.0,123.0,35.0,0.8079572763684914,0.26016260162601634,25.840339957923213,4.181818181818182,True,143.84,min_sum,0.0068851000000904605,505,,0.18836748182419033,0.0,river,1
143.84,24.6,46.0,123.0,35.0,0.8079572763684914,0.26016260162601634,25.840339957923213,4.181818181818182,True,143.84,min_max,0.007118699999864475,505,,0.18836748182419033,0.0,river,1
121.04,27.4,47.0,137.0,32.0,0.8611608167010782,0.21605839416058403,28.39216970459205,3.1333333333333333,True,121.04,min_range,0.007106000000021595,505,,0.0,0.09875372192564323,river,1
121.04,27.4,47.0,137.0,32.0,0.8611608167010782,0.21605839416058403,28.39216970459205,3.1333333333333333,True,121.04,random,0.007276799999999639,500,,0.0,0.09875372192564323,river,1
121.04,27.4,47.0,137.0,32.0,0.8611608167010782,0.21605839416058403,28.39216970459205,3.1333333333333333,True,121.04,exhaustive,0.007002199999988079,505,,0.0,0.09875372192564323,river,1
143.84,24.6,46.0,123.0,35.0,0.8079572763684914,0.26016260162601634,25.840339957923213,4.181818181818182,True,143.84,exhaustive_ede,0.00732979999975214,505,,0.18836748182419033,0.0,river,1
167.83999999999997,32.4,46.0,162.0,37.0,0.8621550591327201,0.2123456790123457,33.45874013705935,5.111111111111111,True,167.83999999999997,ours,0.015117299999928946,490,110.0,0.0,0.35798211112421324,river,2
270.23999999999995,22.6,50.0,113.0,45.0,0.6539820742637644,0.39646017699115044,24.638572086461686,10.0,True,270.23999999999995,ours_ede,0.015724100000170438,490,110.0,0.6101048617731172,0.0,river,2
360.64000000000004,29.6,62.0,148.0,50.0,0.7084087968952134,0.3405405405405406,31.865591034591077,5.166666666666667,True,360.64000000000004,centroid,1.0199999906035373e-05,5,,1.148713060057198,0.29332133870292215,river,2
332.96,31.8,62.0,159.0,46.0,0.7522987650647225,0.2968553459119496,33.8548726531299,3.875,True,332.96,weighted_centroid,2.3399999918183312e-05,5,,0.9837940896091517,0.3740598495045237,river,2
389.2,23.0,55.0,115.0,51.0,0.5761272054018732,0.4521739130434783,25.542720544588576,13.75,True,389.2,geometric_median,7.969999978740816e-05,5,,1.3188751191611061,0.036696463372717064,river,2
406.24,22.6,56.0,113.0,51.0,0.556990185387132,0.4601769911504425,25.226166273940745,11.2,True,406.24,min_sum,0.00744170000007216,540,,1.420400381315539,0.02384854874775508,river,2
172.16,25.8,40.0,129.0,36.0,0.7945094294581045,0.27596899224806215,27.066139211292484,10.0,True,172.16,min_max,0.007303999999749067,540,,0.025738798856053517,0.09852710280092444,river,2
171.6,30.0,42.0,150.0,35.0,0.8398656215005599,0.2293333333333334,31.137894193351958,6.0,True,171.6,min_range,0.007240100000217353,540,,0.022402287893231766,0.26378647610270795,river,2
167.83999999999997,32.4,46.0,162.0,37.0,0.8621550591327201,0.2123456790123457,33.45874013705935,5.111111111111111,True,167.83999999999997,random,0.007171199999902456,500,,0.0,0.35798211112421324,river,2
167.83999999999997,32.4,46.0,162.0,37.0,0.8621550591327201,0.2123456790123457,33.45874013705935,5.111111111111111,True,167.83999999999997,exhaustive,0.007573299999876326,540,,0.0,0.35798211112421324,river,2
270.23999999999995,22.6,50.0,113.0,45.0,0.6539820742637644,0.39646017699115044,24.638572086461686,10.0,True,270.23999999999995,exhaustive_ede,0.007736699999895791,540,,0.6101048617731172,0.0,river,2
59.84000000000001,44.6,57.0,223.0,22.0,0.9707955100048804,0.0968609865470853,44.92906648635893,1.6285714285714286,True,59.84000000000001,ours,0.013069800000266696,350,81.0,0.0,0.8009830150336213,river,3
191.04000000000002,23.4,43.0,117.0,34.0,0.7413484971567831,0.3145299145299145,24.946968467395667,4.777777777777778,True,191.04000000000002,ours_ede,0.012230900000304246,350,81.0,2.192513368983957,0.0,river,3
605.4399999999999,27.6,60.0,138.0,57.0,0.5571679344645992,0.46376811594202905,30.723032146208915,20.0,True,605.4399999999999,centroid,1.049999991664663e-05,5,,9.117647058823525,0.23153369061103554,river,3
