variance,mean,max,total,spread,jain,gini,ede,maxmin,feasible,objective,method,runtime_s,routing_calls,evaluated,opt_gap,ede_gap,seed
21.04,50.6,57.0,253.0,14.0,0.9918493840551639,0.04901185770750982,50.702569780376194,1.3255813953488371,False,21.04,ours,0.03944209998007864,1650,342.0,0.0,0.4097406471503671,0
511.76000000000005,33.2,73.0,166.0,65.0,0.6829244114002478,0.3638554216867471,35.96588484758935,9.125,False,511.76000000000005,ours_ede,0.026271199982147664,1730,358.0,23.323193916349812,0.0,0
193.04000000000002,36.4,60.0,182.0,38.0,0.872832674571805,0.20439560439560434,37.5989373802476,2.727272727272727,False,193.04000000000002,centroid,9.90001717582345e-06,5,,8.174904942965782,0.04540559865490712,0
193.04000000000002,36.4,60.0,182.0,38.0,0.872832674571805,0.20439560439560434,37.5989373802476,2.727272727272727,False,193.04000000000002,weighted_centroid,2.169999061152339e-05,5,,8.174904942965782,0.04540559865490712,0
519.76,33.8,74.0,169.0,63.0,0.6873059800264709,0.35976331360946756,36.58368567992639,6.7272727272727275,False,519.76,geometric_median,0.0001637000241316855,5,,23.70342205323194,0.017177412288201993,0
511.76000000000005,33.2,73.0,166.0,65.0,0.6829244114002478,0.3638554216867471,35.96588484758935,9.125,False,511.76000000000005,min_sum,0.06841840001288801,7855,,23.323193916349812,0.0,0
126.4,39.0,50.0,195.0,30.0,0.9232730362996237,0.15589743589743588,39.726950626604406,2.5,False,126.4,min_max,0.08271220000460744,7855,,5.007604562737644,0.10457314744105746,0
21.04,50.6,57.0,253.0,14.0,0.9918493840551639,0.04901185770750982,50.702569780376194,1.3255813953488371,False,21.04,min_range,0.07945640000980347,7855,,0.0,0.4097406471503671,0
36.16,51.8,56.0,259.0,16.0,0.9867029491799661,0.05405405405405417,51.96772147311598,1.4,False,36.16,random,0.01661650004098192,500,,0.7186311787072243,0.44491708443534006,0
21.04,50.6,57.0,253.0,14.0,0.9918493840551639,0.04901185770750982,50.702569780376194,1.3255813953488371,False,21.04,exhaustive,0.09352300001773983,7855,,0.0,0.4097406471503671,0
511.76000000000005,33.2,73.0,166.0,65.0,0.6829244114002478,0.3638554216867471,35.96588484758935,9.125,False,511.76000000000005,exhaustive_ede,0.07129039999563247,7855,,23.323193916349812,0.0,0
98.8,41.0,50.0,205.0,27.0,0.9444881447353636,0.12682926829268304,41.54854693254698,2.1739130434782608,False,98.8,ours,0.03228129999479279,1100,232.0,0.0,0.2298947768278778,1
386.24,31.4,68.0,157.0,52.0,0.7185249963562163,0.31082802547770716,33.78219642472849,4.25,False,386.24,ours_ede,0.030937100003939122,1195,251.0,2.909311740890688,0.0,1
361.36,32.8,70.0,164.0,50.0,0.7485666573893682,0.2682926829268293,35.06065352795484,3.5,False,361.36,centroid,1.2999982573091984e-05,5,,2.6574898785425103,0.03784410839226912,1
361.36,32.8,70.0,164.0,50.0,0.7485666573893682,0.2682926829268293,35.06065352795484,3.5,False,361.36,weighted_centroid,2.47000134550035e-05,5,,2.6574898785425103,0.03784410839226912,1
322.9599999999999,33.2,68.0,166.0,50.0,0.7733932079708111,0.26265060240963867,35.245540830915004,3.7777777777777777,False,322.9599999999999,geometric_median,0.00015220005298033357,5,,2.2688259109311733,0.043317029709629834,1
497.84,31.4,73.0,157.0,60.0,0.6644830839735814,0.35923566878980906,34.24854974404304,5.615384615384615,False,497.84,min_sum,0.05232399998931214,4140,,4.038866396761134,0.013804706877294105,1
106.0,40.0,50.0,200.0,29.0,0.9378663540445487,0.13400000000000012,40.59664959441996,2.380952380952381,False,106.0,min_max,0.05281869997270405,4140,,0.07287449392712554,0.2017172916768462,1
139.35999999999999,49.2,66.0,246.0,27.0,0.9455625,0.12357723577235769,49.87972378141606,1.6923076923076923,False,139.35999999999999,min_range,0.054393499973230064,4140,,0.4105263157894736,0.47650919893723126,1
136.24,53.4,69.0,267.0,33.0,0.9544012316754803,0.12284644194756567,54.00578568404418,1.9166666666666667,False,136.24,random,0.013240600004792213,500,,0.37894736842105275,0.5986463699711386,1
98.8,41.0,50.0,205.0,27.0,0.9444881447353636,0.12682926829268304,41.54854693254698,2.1739130434782608,False,98.8,exhaustive,0.056333999964408576,4140,,0.0,0.2298947768278778,1
386.24,31.4,68.0,157.0,52.0,0.7185249963562163,0.31082802547770716,33.78219642472849,4.25,False,386.24,exhaustive_ede,0.05701809999300167,4140,,2.909311740890688,0.0,1
54.64000000000001,31.4,41.0,157.0,22.0,0.9474918316355948,0.12993630573248405,31.804748618516516,2.1578947368421053,False,54.64000000000001,ours,0.04842359997564927,1300,272.0,0.0,0.19055343680350903,2
84.4,26.0,38.0,130.0,26.0,0.8890057864281957,0.193846153846154,26.714255433933644,3.1666666666666665,False,84.4,ours_ede,0.05476570001337677,1350,282.0,0.5446559297218154,0.0,2
72.16,29.2,41.0,146.0,22.0,0.9219723183391003,0.16164383561643847,29.77379744382408,2.1578947368421053,False,72.16,centroid,1.3999990187585354e-05,5,,0.3206442166910686,0.1145284403473985,2
72.16,29.2,41.0,146.0,22.0,0.9219723183391003,0.16164383561643847,29.77379744382408,2.1578947368421053,False,72.16,weighted_centroid,4.340003943070769e-05,5,,0.3206442166910686,0.1145284403473985,2
153.04000000000002,28.6,43.0,143.0,36.0,0.842389289392379,0.2321678321678322,29.6761231712765,6.142857142857143,False,153.04000000000002,geometric_median,0.00024939997820183635,5,,1.8008784773060027,0.11087218001144661,2
169.6,26.0,48.0,130.0,40.0,0.7994323557237465,0.2707692307692309,27.336812652858285,6.0,False,169.6,min_sum,0.098460300010629,4695,,2.1039531478770126,0.02330430733749145,2
70.0,27.0,36.0,135.0,23.0,0.9123904881101377,0.16888888888888887,27.575911927002945,2.769230769230769,False,70.0,min_max,0.0844294999842532,4695,,0.2811127379209369,0.03225455769112645,2
55.44000000000001,28.6,37.0,143.0,21.0,0.9365239294710328,0.14265734265734276,29.04298771014092,2.3125,False,55.44000000000001,min_range,0.05891940003493801,4695,,0.014641288433382214,0.08717189524396088,2
60.56,29.2,38.0,146.0,22.0,0.9336837494524748,0.14520547945205475,29.672395558783855,2.375,False,60.56,random,0.010215500020422041,500,,0.10834553440702771,0.11073264355676739,2
54.64000000000001,31.4,41.0,157.0,22.0,0.9474918316355948,0.12993630573248405,31.804748618516516,2.1578947368421053,False,54.64000000000001,exhaustive,0.046878900029696524,4695,,0.0,0.19055343680350903,2
84.4,26.0,38.0,130.0,26.0,0.8890057864281957,0.193846153846154,26.714255433933644,3.1666666666666665,False,84.4,exhaustive_ede,0.04304769996087998,4695,,0.5446559297218154,0.0,2
41.2,40.0,50.0,200.0,20.0,0.9748964172556666,0.08600000000000008,40.250924131447064,1.6666666666666667,False,41.2,ours,0.034732600033748895,1300,272.0,0.0,0.4704741526821166,3
218.95999999999998,25.8,46.0,129.0,43.0,0.7524756952294822,0.3193798449612404,27.372751882806067,15.333333333333334,False,218.95999999999998,ours_ede,0.035145800036843866,1400,292.0,4.314563106796116,0.0,3
207.76,26.2,45.0,131.0,41.0,0.767658242004026,0.3083969465648855,27.693738702574358,11.25,False,207.76,centroid,1.3999990187585354e-05,5,,4.042718446601942,0.011726508943732287,3
207.76,26.2,45.0,131.0,41.0,0.767658242004026,0.3083969465648855,27.693738702574358,11.25,False,207.76,weighted_centroid,2.7100031729787588e-05,5,,4.042718446601942,0.011726508943732287,3
265.75999999999993,27.2,49.0,136.0,49.0,0.7357199681782021,0.3294117647058823,28.937926815620685,inf,False,265.75999999999993,geometric_median,0.00015300000086426735,5,,5.450485436893202,0.057180035807717494,3
218.95999999999998,25.8,46.0,129.0,43.0,0.7524756952294822,0.3193798449612404,27.372751882806067,15.333333333333334,False,218.95999999999998,min_sum,0.07558260002406314,5565,,4.314563106796116,0.0,3
173.2,27.0,42.0,135.0,33.0,0.8080248281977389,0.26962962962962966,28.27447259355343,4.666666666666667,False,173.2,min_max,0.07392199995229021,5565,,3.203883495145631,0.03294227466087433,3
42.239999999999995,39.4,49.0,197.0,20.0,0.9735105982691584,0.08934010152284277,39.659570265802046,1.6896551724137931,False,42.239999999999995,min_range,0.06987529998878017,5565,,0.025242718446601746,0.44887041082317436,3
42.239999999999995,39.4,49.0,197.0,20.0,0.9735105982691584,0.08934010152284277,39.659570265802046,1.6896551724137931,False,42.239999999999995,random,0.013880800048355013,500,,0.025242718446601746,0.44887041082317436,3
41.2,40.0,50.0,200.0,20.0,0.9748964172556666,0.08600000000000008,40.250924131447064,1.6666666666666667,False,41.2,exhaustive,0.07239990000380203,5565,,0.0,0.4704741526821166,3
