variance,mean,max,total,spread,jain,gini,theil,ede,maxmin,feasible,objective,method,runtime_s,routing_calls,evaluated,opt_gap,ede_gap,seed
287.44,38.4,55.0,192.0,46.0,0.8368671963677639,0.2333333333333334,0.12086476243060326,39.88757312294188,6.111111111111111,True,287.44,ours,0.06576119999226648,705,151.0,0.0,0.24314147124501892,0
648.1600000000001,28.8,69.0,144.0,61.0,0.5613427179209529,0.44999999999999996,0.3829448777895042,32.086109300974464,8.625,True,648.1600000000001,ours_ede,0.006957299992791377,760,162.0,1.2549401614249933,0.0,0
474.64,32.4,64.0,162.0,56.0,0.6886381527158226,0.37283950617283956,0.2405676698576103,34.951754672544766,8.0,True,474.64,centroid,6.099988240748644e-06,5,,0.6512663512385193,0.08931108925329478,0
413.43999999999994,31.6,58.0,158.0,50.0,0.7071954674220963,0.35443037974683556,0.22232709708894965,33.92171469653629,7.25,True,413.43999999999994,weighted_centroid,1.0900010238401592e-05,5,,0.4383523517951571,0.05720872475822677,0
614.16,30.8,62.0,154.0,54.0,0.6070130534937292,0.412987012987013,0.32946136295631234,33.89112937202237,7.75,True,614.16,geometric_median,4.120000812690705e-05,5,,1.1366546061786806,0.056255498418846535,0
787.4399999999999,28.6,72.0,143.0,69.0,0.5095054192101657,0.511888111888112,0.4932846321099113,32.23562950339581,24.0,True,787.4399999999999,min_sum,0.010187799998675473,1810,,1.739493459504592,0.004659966748190589,0
303.03999999999996,34.4,52.0,172.0,44.0,0.7961248654467169,0.27441860465116275,0.15146742056286544,36.092991757868276,6.5,True,303.03999999999996,min_max,0.01082969999697525,1810,,0.05427219593654316,0.12487903782002396,0
303.03999999999996,34.4,52.0,172.0,44.0,0.7961248654467169,0.27441860465116275,0.15146742056286544,36.092991757868276,6.5,True,303.03999999999996,min_range,0.007734099999652244,1810,,0.05427219593654316,0.12487903782002396,0
303.03999999999996,34.4,52.0,172.0,44.0,0.7961248654467169,0.27441860465116275,0.15146742056286544,36.092991757868276,6.5,True,303.03999999999996,random,0.0033125000045401976,500,,0.05427219593654316,0.12487903782002396,0
287.44,38.4,55.0,192.0,46.0,0.8368671963677639,0.2333333333333334,0.12086476243060326,39.88757312294188,6.111111111111111,True,287.44,exhaustive,0.009258100006263703,1810,,0.0,0.24314147124501892,0
648.1600000000001,28.8,69.0,144.0,61.0,0.5613427179209529,0.44999999999999996,0.3829448777895042,32.086109300974464,8.625,True,648.1600000000001,exhaustive_ede,0.008937199992942624,1810,,1.2549401614249933,0.0,0
14.25,15.5,21.0,62.0,9.0,0.944007858546169,0.12903225806451624,0.02911735730156615,15.719843996204979,1.75,False,inf,centroid,3.5999983083456755e-06,5,,,,1
9.5,19.0,23.0,76.0,7.0,0.9743589743589743,0.08552631578947367,0.013115984915603299,19.12217315323644,1.4375,False,inf,weighted_centroid,8.300004992634058e-06,5,,,,1
17.1875,15.75,22.0,63.0,10.0,0.9352026390197926,0.13888888888888884,0.033720276279955164,16.009837448823326,1.8333333333333333,False,inf,geometric_median,2.8099995688535273e-05,5,,,,1
0.24000000000000005,5.6,6.0,28.0,1.0,0.9924050632911392,0.04285714285714293,0.0038780297748247984,5.610567087547431,1.2,True,0.24000000000000005,ours,0.08578530000522733,625,135.0,0.0,0.15304738286227962,2
1.3599999999999999,4.8,6.0,24.0,3.0,0.9442622950819672,0.1333333333333333,0.030938978060781996,4.865859955919573,2.0,True,1.3599999999999999,ours_ede,0.006287600001087412,640,138.0,4.666666666666665,0.0,2
11.440000000000001,7.4,14.0,37.0,9.0,0.827190332326284,0.21621621621621623,0.09076620513339342,7.746169529531012,2.8,True,11.440000000000001,centroid,4.6000059228390455e-06,5,,46.666666666666664,0.591942554801108,2
0.4,6.0,7.0,30.0,2.0,0.989010989010989,0.053333333333333455,0.005581565827367857,6.016481649946869,1.4,True,0.4,weighted_centroid,8.499991963617504e-06,5,,0.6666666666666664,0.23646831278559605,2
1.3599999999999999,4.8,6.0,24.0,3.0,0.9442622950819672,0.1333333333333333,0.030938978060781996,4.865859955919573,2.0,True,1.3599999999999999,geometric_median,5.1700000767596066e-05,5,,4.666666666666665,0.0,2
1.3599999999999999,4.8,6.0,24.0,3.0,0.9442622950819672,0.1333333333333333,0.030938978060781996,4.865859955919573,2.0,True,1.3599999999999999,min_sum,0.005279799996060319,1290,,4.666666666666665,0.0,2
0.24000000000000005,5.6,6.0,28.0,1.0,0.9924050632911392,0.04285714285714293,0.0038780297748247984,5.610567087547431,1.2,True,0.24000000000000005,min_max,0.005806999994092621,1290,,0.0,0.15304738286227962,2
0.24000000000000005,5.6,6.0,28.0,1.0,0.9924050632911392,0.04285714285714293,0.0038780297748247984,5.610567087547431,1.2,True,0.24000000000000005,min_range,0.005962700000964105,1290,,0.0,0.15304738286227962,2
2.6399999999999997,7.6,10.0,38.0,5.0,0.9562913907284768,0.11578947368421066,0.023574810664965334,7.682488466316354,2.0,True,2.6399999999999997,random,0.0030566000059479848,500,,9.999999999999996,0.5788552354389495,2
0.24000000000000005,5.6,6.0,28.0,1.0,0.9924050632911392,0.04285714285714293,0.0038780297748247984,5.610567087547431,1.2,True,0.24000000000000005,exhaustive,0.006313000005320646,1290,,0.0,0.15304738286227962,2
1.3599999999999999,4.8,6.0,24.0,3.0,0.9442622950819672,0.1333333333333333,0.030938978060781996,4.865859955919573,2.0,True,1.3599999999999999,exhaustive_ede,0.006718299991916865,1290,,4.666666666666665,0.0,2
103.44000000000001,19.4,31.0,97.0,24.0,0.7844101709045436,0.2845360824742269,0.15189208608902804,20.426856410764785,4.428571428571429,True,103.44000000000001,ours,0.018867500009946525,810,172.0,0.0,0.17244127202180942,3
201.83999999999997,15.6,37.0,78.0,36.0,0.5466307277628032,0.4820512820512821,0.4374316842506456,17.42249859179711,37.0,True,201.83999999999997,ours_ede,0.011982200012425892,765,163.0,0.9512761020881666,0.0,3
190.8,17.0,38.0,85.0,34.0,0.602334305960817,0.42352941176470593,0.3275839814786587,18.746715545454155,9.5,True,190.8,centroid,6.100002792663872e-06,5,,0.8445475638051043,0.07600614496708966,3
204.8,17.0,39.0,85.0,36.0,0.585257189145403,0.4423529411764706,0.3558344467842859,18.82318483266992,13.0,True,204.8,weighted_centroid,1.4700010069645941e-05,5,,0.9798917246713069,0.08039525636881299,3
211.76,15.2,37.0,76.0,37.0,0.5217705510388437,0.5105263157894737,0.5116445120198858,17.07100789244631,inf,True,211.76,geometric_median,4.619998799171299e-05,5,,1.0471771075019332,-0.020174528785227585,3
201.83999999999997,15.6,37.0,78.0,36.0,0.5466307277628032,0.4820512820512821,0.4374316842506456,17.42249859179711,37.0,True,201.83999999999997,min_sum,0.012722200001007877,1915,,0.9512761020881666,0.0,3
124.0,20.0,29.0,100.0,25.0,0.7633587786259542,0.28,0.1870170849392967,21.13701634184439,7.25,True,124.0,min_max,0.01249670000106562,1915,,0.19876256767208028,0.21320235616469832,3
103.44000000000001,19.4,31.0,97.0,24.0,0.7844101709045436,0.2845360824742269,0.15189208608902804,20.426856410764785,4.428571428571429,True,103.44000000000001,min_range,0.012784399994416162,1915,,0.0,0.17244127202180942,3
103.44000000000001,19.4,31.0,97.0,24.0,0.7844101709045436,0.2845360824742269,0.15189208608902804,20.426856410764785,4.428571428571429,True,103.44000000000001,random,0.004935599994496442,500,,0.0,0.17244127202180942,3
103.44000000000001,19.4,31.0,97.0,24.0,0.7844101709045436,0.2845360824742269,0.15189208608902804,20.426856410764785,4.428571428571429,True,103.44000000000001,exhaustive,0.013941400000476278,1915,,0.0,0.17244127202180942,3
201.83999999999997,15.6,37.0,78.0,36.0,0.5466307277628032,0.4820512820512821,0.4374316842506456,17.42249859179711,37.0,True,201.83999999999997,exhaustive_ede,0.008924599998863414,1915,,0.9512761020881666,0.0,3
253.6,28.0,47.0,140.0,38.0,0.7555898226676947,0.30285714285714294,0.18488524450980232,29.669758612805378,5.222222222222222,True,253.6,ours,0.06924350000917912,720,154.0,0.0,0.0,4
253.6,28.0,47.0,140.0,38.0,0.7555898226676947,0.30285714285714294,0.18488524450980232,29.669758612805378,5.222222222222222,True,253.6,ours_ede,0.02513260001433082,810,172.0,0.0,0.0,4
544.0,31.0,60.0,155.0,54.0,0.6385382059800665,0.40516129032258075,0.3064900669797125,33.82577619271044,10.0,True,544.0,centroid,8.899995009414852e-06,5,,1.1451104100946372,0.1400758811064725,4
370.56000000000006,28.8,50.0,144.0,44.0,0.6912,0.36111111111111116,0.25507121800731014,30.997891892828513,8.333333333333334,True,370.56000000000006,weighted_centroid,2.1599989850074053e-05,5,,0.4611987381703473,0.044763872108144365,4
550.16,30.8,61.0,154.0,55.0,0.6329330130771283,0.412987012987013,0.3216947549662704,33.64137470747199,10.166666666666666,True,550.16,geometric_median,0.0001711999939288944,5,,1.1694006309148264,0.13386074846434626,4
512.16,27.2,67.0,136.0,60.0,0.590926517571885,0.43823529411764706,0.32722345679225856,30.15365097123048,9.571428571428571,True,512.16,min_sum,0.022197500002221204,2105,,1.0195583596214508,0.016309278573512075,4
268.24,28.4,44.0,142.0,36.0,0.7504279866021586,0.2985915492957747,0.1949825200884312,30.113883273511107,5.5,True,268.24,min_max,0.015083300007972866,2105,,0.05772870662460574,0.014968934075319571,4
