variance,mean,max,total,spread,jain,gini,theil,ede,maxmin,feasible,objective,method,runtime_s,routing_calls,evaluated,opt_gap,ede_gap,seed
62.96,41.2,50.0,206.0,23.0,0.964235401045217,0.1029126213592233,0.019828661442363216,41.559168203151565,1.8518518518518519,True,62.96,ours,0.02569260000018403,865,183.0,0.0,0.33679666611542786,0
262.24,29.4,50.0,147.0,42.0,0.7672288301082905,0.3074829931972789,0.16879198608988144,31.088623465764293,6.25,True,262.24,ours_ede,0.015762499999254942,890,188.0,3.165184243964422,0.0,0
147.04000000000002,36.6,50.0,183.0,34.0,0.9010897349656936,0.18142076502732252,0.0614344375533923,37.4768556359307,3.125,True,147.04000000000002,centroid,8.000002708286047e-06,5,,1.3354510800508261,0.20548456181089245,0
192.56,33.2,52.0,166.0,43.0,0.8512820512820513,0.21927710843373505,0.10440125663242279,34.39234283102337,5.777777777777778,True,192.56,weighted_centroid,1.6200006939470768e-05,5,,2.0584498094027954,0.10626779178232933,0
178.64000000000001,31.4,46.0,157.0,39.0,0.8466082775201786,0.2242038216560509,0.11545987991999282,32.53720971584537,6.571428571428571,True,178.64000000000001,geometric_median,6.839999696239829e-05,5,,1.8373570520965694,0.046595380836861565,0
262.24,29.4,50.0,147.0,42.0,0.7672288301082905,0.3074829931972789,0.16879198608988144,31.088623465764293,6.25,True,262.24,min_sum,0.020146499999100342,2715,,3.165184243964422,0.0,0
187.76,33.2,42.0,166.0,36.0,0.8544496124031008,0.18313253012048203,0.1188252834181605,34.30678728018889,7.0,True,187.76,min_max,0.02771799999754876,2715,,1.982210927573062,0.10351580274914829,0
62.96,41.2,50.0,206.0,23.0,0.964235401045217,0.1029126213592233,0.019828661442363216,41.559168203151565,1.8518518518518519,True,62.96,min_range,0.031916100007947534,2715,,0.0,0.33679666611542786,0
95.76,41.2,55.0,206.0,30.0,0.9465982600936873,0.12815533980582527,0.029634954212986155,41.74298924350059,2.2,True,95.76,random,0.011423799995100126,500,,0.5209656925031767,0.3427094734338816,0
62.96,41.2,50.0,206.0,23.0,0.964235401045217,0.1029126213592233,0.019828661442363216,41.559168203151565,1.8518518518518519,True,62.96,exhaustive,0.024851200010743923,2715,,0.0,0.33679666611542786,0
262.24,29.4,50.0,147.0,42.0,0.7672288301082905,0.3074829931972789,0.16879198608988144,31.088623465764293,6.25,True,262.24,exhaustive_ede,0.023325299989664927,2715,,3.165184243964422,0.0,0
121.35999999999999,26.8,38.0,134.0,31.0,0.8554549785612197,0.21791044776119417,0.10435892445349146,27.71995974650404,5.428571428571429,True,121.35999999999999,ours,0.01710159999493044,785,167.0,0.0,0.12543958259683832,1
212.8,23.0,40.0,115.0,35.0,0.7131302237799946,0.34782608695652173,0.22745766283711114,24.630340157881268,8.0,True,212.8,ours_ede,0.013316399999894202,850,180.0,0.7534607778510221,0.0,1
193.35999999999999,32.2,47.0,161.0,38.0,0.8428223053162087,0.2335403726708074,0.1110539112490603,33.41316621856761,5.222222222222222,True,193.35999999999999,centroid,6.000002031214535e-06,5,,0.5932762030323007,0.35658565835421463,1
240.64000000000001,31.4,51.0,157.0,40.0,0.8038154247513452,0.27515923566878975,0.1293246690212418,32.93690144993206,4.636363636363637,True,240.64000000000001,weighted_centroid,1.2799995602108538e-05,5,,0.9828609096901784,0.33724915038953857,1
173.84,30.4,47.0,152.0,39.0,0.8416757741347906,0.23421052631578942,0.11238455477437918,31.559626977187264,5.875,True,173.84,geometric_median,5.529999907594174e-05,5,,0.4324324324324326,0.2813313488522305,1
212.8,23.0,40.0,115.0,35.0,0.7131302237799946,0.34782608695652173,0.22745766283711114,24.630340157881268,8.0,True,212.8,min_sum,0.009728900011396036,1495,,0.7534607778510221,0.0,1
124.16,26.8,35.0,134.0,30.0,0.8526115859449193,0.19402985074626877,0.11872943379657237,27.709530309157365,7.0,True,124.16,min_max,0.009712300001410767,1495,,0.02307185234014512,0.12501614397277466,1
124.16,26.8,35.0,134.0,30.0,0.8526115859449193,0.19402985074626877,0.11872943379657237,27.709530309157365,7.0,True,124.16,min_range,0.012516200004029088,1495,,0.02307185234014512,0.12501614397277466,1
121.35999999999999,26.8,38.0,134.0,31.0,0.8554549785612197,0.21791044776119417,0.10435892445349146,27.71995974650404,5.428571428571429,True,121.35999999999999,random,0.003015100010088645,500,,0.0,0.12543958259683832,1
121.35999999999999,26.8,38.0,134.0,31.0,0.8554549785612197,0.21791044776119417,0.10435892445349146,27.71995974650404,5.428571428571429,True,121.35999999999999,exhaustive,0.011062500008847564,1495,,0.0,0.12543958259683832,1
212.8,23.0,40.0,115.0,35.0,0.7131302237799946,0.34782608695652173,0.22745766283711114,24.630340157881268,8.0,True,212.8,exhaustive_ede,0.013437999994494021,1495,,0.7534607778510221,0.0,1
81.36,28.8,38.0,144.0,24.0,0.9106719367588932,0.1694444444444445,0.05408902232615896,29.423546371647184,2.7142857142857144,True,81.36,ours,0.013161899987608194,730,156.0,0.0,0.06966927161490508,2
111.44000000000001,26.6,43.0,133.0,32.0,0.8639316239316239,0.21954887218045127,0.08285624212638802,27.50714370547988,3.909090909090909,True,111.44000000000001,ours_ede,0.012959500003489666,770,164.0,0.36971484759095397,0.0,2
300.8,36.0,62.0,180.0,48.0,0.811623246492986,0.2711111111111111,0.11951425499844832,37.71290709135454,4.428571428571429,True,300.8,centroid,6.300004315562546e-06,5,,2.697148475909538,0.3710222877063568,2
258.96000000000004,34.2,59.0,171.0,42.0,0.8187316253674927,0.2596491228070177,0.11087019576056167,35.777160295556385,3.4705882352941178,True,258.96000000000004,weighted_centroid,1.309999788645655e-05,5,,2.1828908554572273,0.3006497758772744,2
342.96000000000004,31.8,55.0,159.0,48.0,0.7467434647762516,0.3144654088050316,0.1967178977231519,33.76785128604095,7.857142857142857,True,342.96000000000004,geometric_median,0.00031459999445360154,5,,3.2153392330383483,0.22760296916301906,2
111.44000000000001,26.6,43.0,133.0,32.0,0.8639316239316239,0.21954887218045127,0.08285624212638802,27.50714370547988,3.909090909090909,True,111.44000000000001,min_sum,0.013064500002656132,1955,,0.36971484759095397,0.0,2
96.4,30.0,38.0,150.0,24.0,0.9032517061421116,0.16800000000000015,0.0596271549246825,30.700847347632653,2.7142857142857144,True,96.4,min_max,0.01305149999097921,1955,,0.18485742379547698,0.11610451729732063,2
96.4,30.0,38.0,150.0,24.0,0.9032517061421116,0.16800000000000015,0.0596271549246825,30.700847347632653,2.7142857142857144,True,96.4,min_range,0.012747200002195314,1955,,0.18485742379547698,0.11610451729732063,2
91.04,30.4,44.0,152.0,29.0,0.9103230890464933,0.17368421052631589,0.052685534891919725,31.0726038399367,2.933333333333333,True,91.04,random,0.004881500004557893,500,,0.11897738446411021,0.12961942441688418,2
81.36,28.8,38.0,144.0,24.0,0.9106719367588932,0.1694444444444445,0.05408902232615896,29.423546371647184,2.7142857142857144,True,81.36,exhaustive,0.01990549999754876,1955,,0.0,0.06966927161490508,2
111.44000000000001,26.6,43.0,133.0,32.0,0.8639316239316239,0.21954887218045127,0.08285624212638802,27.50714370547988,3.909090909090909,True,111.44000000000001,exhaustive_ede,0.02562420000322163,1955,,0.36971484759095397,0.0,2
20.24,23.4,31.0,117.0,14.0,0.9643536456498767,0.10256410256410264,0.018296653333774237,23.610908814482872,1.8235294117647058,True,20.24,ours,0.04184669999813195,890,188.0,0.0,0.01783714446733455,3
37.36,22.8,34.0,114.0,17.0,0.9329504666188083,0.14035087719298245,0.03372928376397948,23.197138110772315,2.0,True,37.36,ours_ede,0.01970900000014808,945,199.0,0.8458498023715416,0.0,3
329.36000000000007,24.8,60.0,124.0,51.0,0.6512494705633206,0.3516129032258064,0.22685716140483336,27.178045265366954,6.666666666666667,True,329.36000000000007,centroid,0.00017660000594332814,5,,15.272727272727277,0.17161199522047857,3
47.040000000000006,22.6,34.0,113.0,18.0,0.9156686984582287,0.15929203539823011,0.043985103094899544,23.090306956961385,2.125,True,47.040000000000006,weighted_centroid,3.2500000088475645e-05,5,,1.3241106719367595,-0.004605359217192379,3
318.15999999999997,22.2,54.0,111.0,54.0,0.6076942046855733,0.4252252252252253,0.3653348642899164,24.49901449378335,inf,True,318.15999999999997,geometric_median,0.0001441000058548525,5,,14.719367588932805,0.05612228442983954,3
271.84000000000003,22.6,53.0,113.0,49.0,0.6526450293892154,0.37522123893805315,0.2534375264895979,24.703235708539125,13.25,True,271.84000000000003,min_sum,0.02705950000381563,2890,,12.430830039525693,0.06492600900054164,3
22.0,24.0,31.0,120.0,13.0,0.9632107023411371,0.1100000000000001,0.019078067674703554,24.22172385943367,1.7222222222222223,True,22.0,min_max,0.02619350000168197,2890,,0.08695652173913052,0.044168627343972096,3
22.0,24.0,31.0,120.0,13.0,0.9632107023411371,0.1100000000000001,0.019078067674703554,24.22172385943367,1.7222222222222223,True,22.0,min_range,0.023891200005891733,2890,,0.08695652173913052,0.044168627343972096,3
28.560000000000002,26.2,33.0,131.0,14.0,0.9600559440559441,0.11297709923664123,0.02127653625217383,26.459756969366858,1.736842105263158,True,28.560000000000002,random,0.010957399994367734,500,,0.41106719367588956,0.14064747310701417,3
20.24,23.4,31.0,117.0,14.0,0.9643536456498767,0.10256410256410264,0.018296653333774237,23.610908814482872,1.8235294117647058,True,20.24,exhaustive,0.030925200000638142,2890,,0.0,0.01783714446733455,3
37.36,22.8,34.0,114.0,17.0,0.9329504666188083,0.14035087719298245,0.03372928376397948,23.197138110772315,2.0,True,37.36,exhaustive_ede,0.025345399990328588,2890,,0.8458498023715416,0.0,3
165.35999999999999,42.8,56.0,214.0,37.0,0.917204085720008,0.15514018691588793,0.052175250303798645,43.645791123424495,2.9473684210526314,True,165.35999999999999,ours,0.07241540000541136,1085,227.0,0.0,0.030949960875243623,4
258.8,41.0,61.0,205.0,46.0,0.8665841839364883,0.21853658536585363,0.08614456655131203,42.3355087829584,4.066666666666666,True,258.8,ours_ede,0.013008599999011494,1115,233.0,0.5650701499758105,0.0,4
1024.1599999999999,44.2,105.0,221.0,95.0,0.6560682382967291,0.35475113122171953,0.23765617218374252,48.32664493996787,10.5,True,1024.1599999999999,centroid,1.4000004739500582e-05,5,,5.19351717464925,0.14151562906032972,4
238.24000000000007,44.4,70.0,222.0,47.0,0.8921795800144823,0.19099099099099104,0.060570423624459545,45.617315256463705,3.0434782608695654,True,238.24000000000007,weighted_centroid,0.0003195000026607886,5,,0.4407353652636677,0.07751900397205935,4
1011.2,43.0,104.0,215.0,92.0,0.6464582896300958,0.3627906976744186,0.2391636610142916,47.154300275388565,8.666666666666666,True,1011.2,geometric_median,0.0005669000092893839,5,,5.115142718916305,0.1138238710472261,4
