w_variance,w_mean,w_ede,p90,p95,pct_within_sla,courier_gini,max,method,routing_calls,seed
49.11753737975483,23.185600830994815,23.667280560326702,32.0,36.0,2.9135882259322394,0.16536005939123988,43.0,ours,34650,0
49.11753737975483,23.185600830994815,23.667280560326702,32.0,36.0,2.9135882259322394,0.16536005939123988,43.0,ours_ede,35100,0
269.11534368471666,31.86097618994986,33.4931584268492,52.0,55.0,17.42456040522297,0.29419710263211596,66.0,coverage_max,138000,0
48.839104946204515,23.911340212376825,24.379502194742166,32.0,36.0,0.5644542474972479,0.157197911039078,45.0,weighted_centroid,150,0
49.11753737975483,23.185600830994815,23.667280560326702,32.0,36.0,2.9135882259322394,0.16536005939123988,43.0,min_sum,138000,0
39.528211886235276,24.882095261048836,25.24777119290753,32.0,34.0,1.3349230835959218,0.1541923741923743,40.0,ours,33750,1
41.81994536210554,24.133454299687674,24.5292012079669,32.0,33.0,3.5013299402403364,0.16327734229190005,40.0,ours_ede,34200,1
318.4913160505344,34.04297422308609,35.82360993901,55.0,58.0,18.39757953841753,0.2688272290048095,62.0,coverage_max,131400,1
41.76698124358899,25.654921039402268,26.03043209401765,34.0,35.0,0.46559626759136546,0.15388305322128848,42.0,weighted_centroid,150,1
43.24541280303933,24.408536144353498,24.81216443316659,31.099999999999994,33.55000000000001,4.776156311120543,0.16503172825681234,42.0,min_sum,131400,1
38.062288085678034,26.937549451633085,27.263914722270098,34.0,35.0,2.331608981504143,0.14325663716814163,43.0,ours,34500,2
43.39807527482274,25.156693455266794,25.550760173475183,33.099999999999994,34.0,3.47227896715308,0.16699438952711732,42.0,ours_ede,35400,2
346.72175109113476,33.94133807519377,35.857973596716185,58.0,59.55000000000001,18.71673660263475,0.25945761113076293,66.0,coverage_max,135450,2
48.137144074029834,26.637609061326916,27.05665418742599,35.099999999999994,37.0,2.0976086409905355,0.16593716322639485,44.0,weighted_centroid,150,2
43.39807527482274,25.156693455266794,25.550760173475183,33.099999999999994,34.0,3.47227896715308,0.16699438952711732,42.0,min_sum,135450,2
37.70935189414038,26.301678066305264,26.6393049473355,33.0,36.0,0.9229150421762983,0.15849346931472552,41.0,ours,34200,3
44.347297733013804,25.007202862426826,25.42032623437069,33.099999999999994,35.0,2.0208582569867914,0.18410198300283298,42.0,ours_ede,34650,3
240.7487481436484,32.46906257722181,33.92235064639194,51.0,53.0,16.8760157821096,0.2640522875816995,60.0,coverage_max,132000,3
49.626237893827394,25.480636624514034,25.93017966165654,34.099999999999994,36.0,1.575159958063481,0.18543470218276004,43.0,weighted_centroid,150,3
44.347297733013804,25.007202862426826,25.42032623437069,33.099999999999994,35.0,2.0208582569867914,0.18410198300283298,42.0,min_sum,132000,3
31.812672696398565,26.453878475503664,26.735994240320114,33.0,35.0,0.0,0.12247483718176433,40.0,ours,34500,4
38.19258266873323,24.59944970414409,24.959580349080994,32.0,34.0,2.35632284180119,0.14439536762725558,41.0,ours_ede,35400,4
312.81164136539843,32.674300918952646,34.46854615942859,52.099999999999994,53.55000000000001,19.171902431041847,0.31703361344537817,60.0,coverage_max,135900,4
39.49633371254022,25.75378833557869,26.110655335445504,34.0,35.0,1.2449971437028797,0.13907431216250976,42.0,weighted_centroid,150,4
38.19258266873323,24.59944970414409,24.959580349080994,32.0,34.0,2.35632284180119,0.14439536762725558,41.0,min_sum,135900,4
